,NumberOfInstances,LogNumberOfInstances,NumberOfClasses,NumberOfFeatures,LogNumberOfFeatures,NumberOfInstancesWithMissingValues,PercentageOfInstancesWithMissingValues,NumberOfFeaturesWithMissingValues,PercentageOfFeaturesWithMissingValues,NumberOfMissingValues,PercentageOfMissingValues,NumberOfNumericFeatures,NumberOfCategoricalFeatures,RatioNumericalToNominal,RatioNominalToNumerical,DatasetRatio,LogDatasetRatio,InverseDatasetRatio,LogInverseDatasetRatio,ClassProbabilityMin,ClassProbabilityMax,ClassProbabilityMean,ClassProbabilitySTD,SymbolsMin,SymbolsMax,SymbolsMean,SymbolsSTD,SymbolsSum,KurtosisMin,KurtosisMax,KurtosisMean,KurtosisSTD,SkewnessMin,SkewnessMax,SkewnessMean,SkewnessSTD,ClassEntropy
818,310.0,5.736572297479192,2.0,8.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,3.5,0.2857142857142857,0.025806451612903226,-3.657130755799356,38.75,3.657130755799356,0.46774193548387094,0.532258064516129,0.5,0.03225806451612903,9.0,9.0,9.0,0.0,9.0,-1.412978255807231,0.5794935327003281,-0.899806877381954,0.645570453900227,-0.32975094355147133,0.7888728635823553,0.05387498695725655,0.3407117029673559,0.9969954265557697
187,178.0,5.181783550292085,3.0,13.0,2.5649493574615367,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,13.0,0.07692307692307693,0.07303370786516854,-2.6168341928305483,13.692307692307692,2.6168341928305483,0.2696629213483146,0.398876404494382,0.3333333333333333,0.05276780076256692,126.0,126.0,126.0,0.0,126.0,-1.0896753288585044,2.0128060084773907,0.04264328070738723,0.8734137501772135,-0.30468992894361013,1.088914887210701,0.38039888699524793,0.4538847055120703,1.5668222768551812
874,50.0,3.912023005428146,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.1,-2.3025850929940455,10.0,2.302585092994046,0.42,0.58,0.5,0.07999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9814538950336537
880,284.0,5.648974238161206,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.035211267605633804,-3.3463891451671604,28.4,3.3463891451671604,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
885,131.0,4.875197323201151,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.022900763358778626,-3.776585034533042,43.666666666666664,3.7765850345330416,0.366412213740458,0.6335877862595419,0.5,0.13358778625954196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9478774073663798
951,559.0,6.326149473155099,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.5,0.6666666666666666,0.007155635062611807,-4.939855112035208,139.75,4.939855112035208,0.023255813953488372,0.9767441860465116,0.5,0.4767441860465116,43.0,43.0,43.0,0.0,43.0,-1.2142857142857142,104.073433860821,33.93423036333474,49.59594827481806,0.0,9.600138608656811,3.3467987137498993,4.425430416330671,0.15935006268563445
965,101.0,4.61512051684126,2.0,17.0,2.833213344056216,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.058823529411764705,17.0,0.16831683168316833,-1.7819071727850433,5.9411764705882355,1.7819071727850435,0.40594059405940597,0.594059405940594,0.5,0.09405940594059403,2.0,100.0,8.125,23.72202299552043,130.0,-0.6282263798057874,-0.6282263798057874,-0.6282263798057874,0.0,0.1373478001221,0.1373478001221,0.1373478001221,0.0,0.9743197211096905
969,150.0,5.0106352940962555,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.25,0.02666666666666667,-3.624340932976365,37.5,3.624340932976365,0.3333333333333333,0.6666666666666666,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9182958340544894
1176,3279.0,8.095293776844649,2.0,1558.0,7.351158226430694,0.0,0.0,0.0,0.0,0.0,0.0,1558.0,1.0,1558.0,0.0006418485237483953,0.4751448612381824,-0.7441355504139546,2.1046213093709882,0.7441355504139546,0.13998170173833485,0.8600182982616651,0.5,0.36001829826166515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5841908881393563
901,40768.0,10.615652738931836,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.0002452904238618524,-8.313067645937789,4076.8,8.313067645937789,0.498945251177394,0.5010547488226059,0.5,0.0010547488226059498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999967900153529
1121,294.0,5.683579767338681,2.0,11.0,2.3978952727983707,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,2.0,0.5,0.03741496598639456,-3.285684494540311,26.727272727272727,3.285684494540311,0.2857142857142857,0.7142857142857143,0.5,0.2142857142857143,2.0,2.0,2.0,0.0,6.0,-1.2000277665297623,4.418716474176189,0.8331544732385605,1.4975836508024387,0.0,1.608952570877844,0.9073366550029308,0.5844165096069831,0.8631205685666311
1471,14980.0,9.61447125707121,2.0,14.0,2.6390573296152584,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,14.0,0.07142857142857142,0.0009345794392523365,-6.975413927455952,1070.0,6.975413927455952,0.4487983978638184,0.5512016021361815,0.5,0.05120160213618155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9924223733876091
1566,1212.0,7.10002716662926,2.0,100.0,4.605170185988092,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,100.0,0.01,0.08250825082508251,-2.4948569806411682,12.12,2.4948569806411682,0.49504950495049505,0.504950495049505,0.5,0.004950495049504955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999292854321659
1565,294.0,5.683579767338681,5.0,13.0,2.5649493574615367,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,13.0,0.07692307692307693,0.04421768707482993,-3.1186304098771447,22.615384615384617,3.118630409877145,0.05102040816326531,0.6394557823129252,0.2,0.2210141162371819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6403757187578742
1459,10218.0,9.231906149890744,10.0,7.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,0.14285714285714285,0.0006850655705617538,-7.28599600083543,1459.7142857142858,7.28599600083543,0.058719906048150326,0.13857897827363477,0.1,0.022310894271477033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2848260110629233
4134,3751.0,8.229777750081887,2.0,1776.0,7.4821189235521155,0.0,0.0,0.0,0.0,0.0,0.0,1776.0,1.0,1776.0,0.0005630630630630631,0.47347374033591044,-0.7476588265297719,2.1120495495495497,0.747658826529772,0.4577446014396161,0.5422553985603839,0.5,0.04225539856038388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9948419318795931
1461,45211.0,10.719095699044251,2.0,16.0,2.772588722239781,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.7,1.4285714285714286,0.00035389617570945125,-7.94650697680447,2825.6875,7.94650697680447,0.11698480458295547,0.8830151954170445,0.5,0.38301519541704454,2.0,12.0,4.888888888888889,3.871389197818744,44.0,-1.0599128678304488,4506.362117674052,672.9555290640654,1565.6555489956163,0.09307592583897241,41.84506608797322,8.805899752933124,13.728453052977574,0.5206312212538164
4538,9873.0,9.19755903761145,5.0,32.0,3.4657359027997265,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,32.0,0.03125,0.0032411627671427123,-5.731823134811723,308.53125,5.731823134811723,0.10108376380026335,0.2987946925959688,0.2,0.08222725479309748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.193423736133549
1478,10299.0,9.239802082125802,6.0,561.0,6.329720905522696,0.0,0.0,0.0,0.0,0.0,0.0,561.0,1.0,561.0,0.0017825311942959,0.05447130789397029,-2.9100811766031054,18.358288770053477,2.9100811766031054,0.13651810855422858,0.1887561899213516,0.16666666666666666,0.018487679681459885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5759228762942774
1220,39948.0,10.595333887363026,2.0,11.0,2.3978952727983707,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,11.0,0.09090909090909091,0.00027535796535496144,-8.197438614564655,3631.6363636363635,8.197438614564655,0.16841894462801643,0.8315810553719836,0.5,0.33158105537198357,99.0,99.0,99.0,0.0,99.0,-1.115131503102922,44.26380666628115,10.351203620443995,16.016900250463355,-0.8821075521212928,5.86198806020288,1.8934531998390578,2.380482421948756,0.6540751823932877
1560,2126.0,7.661997558901893,3.0,35.0,3.5553480614894135,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,35.0,0.02857142857142857,0.016462841015992474,-4.106649497412479,60.74285714285714,4.106649497412479,0.08278457196613359,0.7784571966133584,0.3333333333333333,0.31557851942549303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9742047584181182
1557,4177.0,8.337348564497175,3.0,8.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,3.5,0.2857142857142857,0.0019152501795547043,-6.2579070228173395,522.125,6.2579070228173395,0.3167344984438592,0.34642087622695716,0.3333333333333333,0.012371125927747908,3.0,3.0,3.0,0.0,3.0,-0.04685725781261718,75.93309871329375,11.018514540260009,26.50236596981285,-0.6396434615451078,3.127693679207538,0.6201459731268175,1.1590732625814555,1.5839636149471126
1556,120.0,4.787491742782046,2.0,6.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.16666666666666666,6.0,0.05,-2.995732273553991,20.0,2.995732273553991,0.49166666666666664,0.5083333333333333,0.5,0.008333333333333331,2.0,2.0,2.0,0.0,10.0,-1.5326676570522506,-1.5326676570522506,-1.5326676570522506,0.0,0.11109712883018846,0.11109712883018846,0.11109712883018846,0.0,0.999799616411146
1555,1000.0,6.907755278982137,8.0,40.0,3.6888794541139363,0.0,0.0,0.0,0.0,0.0,0.0,37.0,4.0,9.25,0.10810810810810811,0.04,-3.2188758248682006,25.0,3.2188758248682006,0.089,0.24,0.12499999999999999,0.044927719728470525,2.0,3.0,2.3333333333333335,0.4714045207910317,7.0,-1.455708018550943,0.6909097340284505,-0.7969013605556158,0.598230792728034,-1.083464949109355,1.3400175204113656,-0.04577324588161064,0.5199410203513878,2.9216026617368103
1554,500.0,6.214608098422191,5.0,12.0,2.4849066497880004,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,1.6,0.625,0.024,-3.7297014486341915,41.666666666666664,3.7297014486341915,0.086,0.384,0.2,0.10142977866484774,2.0,3.0,2.5,0.5,10.0,-1.670578745718547,-0.8922845413451044,-1.3481669191148598,0.22214056772388546,-0.2955147493484087,0.2639750318980656,0.09644690454369743,0.16906680815167838,2.1481751825663387
1549,750.0,6.620073206530356,8.0,40.0,3.6888794541139363,0.0,0.0,0.0,0.0,0.0,0.0,37.0,4.0,9.25,0.10810810810810811,0.05333333333333334,-2.9311937524164198,18.75,2.9311937524164198,0.076,0.22,0.125,0.050291373238580614,2.0,3.0,2.3333333333333335,0.4714045207910317,7.0,-1.4484447821678224,1.086366732339556,-0.7699723687675384,0.6244739545945315,-1.164030896873157,1.4196104457901306,-0.027486294914160648,0.5371332947462911,2.893653383238954
1553,700.0,6.551080335043404,3.0,12.0,2.4849066497880004,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,1.6,0.625,0.017142857142857144,-4.0661736852554045,58.333333333333336,4.0661736852554045,0.3057142857142857,0.35,0.3333333333333333,0.019668453741012743,2.0,3.0,2.5,0.5,10.0,-1.5260019646139817,-1.0822382385666949,-1.3119303610790722,0.13783451407480368,-0.4184146932524786,0.7316885353117408,0.006335974244508463,0.35461709753724946,1.5824160258653346
1552,1100.0,7.003065458786462,5.0,12.0,2.4849066497880004,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,1.6,0.625,0.01090909090909091,-4.518158808998462,91.66666666666667,4.518158808998462,0.1390909090909091,0.2772727272727273,0.2,0.04811487630986959,2.0,3.0,2.5,0.5,10.0,-1.572680739394923,-0.9975155652767569,-1.3799121763098157,0.17652091837822922,-0.34749982421810643,0.3460431271370941,0.06275368648489943,0.1832122357949688,2.2806595148216537
1551,400.0,5.991464547107982,8.0,40.0,3.6888794541139363,0.0,0.0,0.0,0.0,0.0,0.0,37.0,4.0,9.25,0.10810810810810811,0.1,-2.3025850929940455,10.0,2.302585092994046,0.0625,0.2775,0.125,0.07563274753702923,2.0,3.0,2.3333333333333335,0.4714045207910317,7.0,-1.4796819248261148,1.3040380196719124,-0.7694036942951761,0.6717824903015992,-1.305930996233995,1.346516512909344,-0.0470458267477527,0.5257799483063773,2.768970628984972
1548,2500.0,7.824046010856292,3.0,100.0,4.605170185988092,0.0,0.0,0.0,0.0,0.0,0.0,58.0,43.0,1.3488372093023255,0.7413793103448276,0.04,-3.2188758248682006,25.0,3.2188758248682006,0.0784,0.4692,0.3333333333333333,0.1803955160812547,2.0,6.0,4.0,1.4142135623730951,168.0,-1.999997439998361,0.3538207254543493,-1.1427903725896953,0.537752323683181,-0.6529537537056913,1.282226963635262,0.06732691673439303,0.393208792424652,1.3178953215268463
1547,1000.0,6.907755278982137,2.0,20.0,2.995732273553991,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,20.0,0.05,0.02,-3.912023005428146,50.0,3.912023005428146,0.259,0.741,0.5,0.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8252336065126468
1570,4839.0,8.48446336679332,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.0010332713370531101,-6.875025454359218,967.8,6.875025454359218,0.05393676379417235,0.9460632362058277,0.5,0.44606323620582766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3028903171988337
1542,1183.0,7.075808863978387,5.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.00253592561284869,-5.977196575310277,394.3333333333333,5.977196575310277,0.0076077768385460695,0.915469146238377,0.2,0.3579071086805555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5669386512128634
1543,1080.0,6.984716320118266,5.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.002777777777777778,-5.886104031450156,360.0,5.886104031450156,0.007407407407407408,0.9111111111111111,0.2,0.355807684525822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5837625984621753
1544,1277.0,7.152268856032539,5.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.0023492560689115116,-6.053656567364429,425.6666666666667,6.053656567364429,0.007047768206734534,0.9162098668754894,0.20000000000000004,0.35828379286599976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5617930305866007
1545,1252.0,7.132497551660044,5.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.0023961661341853034,-6.033885262991935,417.3333333333333,6.033885262991934,0.00718849840255591,0.9137380191693291,0.19999999999999998,0.3570538047547437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5750439954896183
1546,1112.0,7.013915474810528,5.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.002697841726618705,-5.915303186142418,370.6666666666667,5.915303186142418,0.008093525179856115,0.908273381294964,0.2,0.3543706820565531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6013417997487166
1538,8753.0,9.077151777732437,5.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.0003427396321261282,-7.978539489064328,2917.6666666666665,7.978539489064328,0.006397806466354392,0.9442476865074831,0.19999999999999998,0.37219076749960717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4099615538146891
1539,9172.0,9.123910643977796,5.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.0003270824247710423,-8.025298355309685,3057.3333333333335,8.025298355309685,0.006105538595726123,0.9452682075883122,0.2,0.3726948522001367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4045202443768801
1540,9285.0,9.136155473786806,5.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.00032310177705977385,-8.037543185118697,3095.0,8.037543185118697,0.006246634356488961,0.9446418955304254,0.2,0.37237942923593653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4088415888162156
1541,8654.0,9.06577692078483,5.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.00034666050381326557,-7.96716463211672,2884.6666666666665,7.96716463211672,0.006470996071180957,0.9432632308758956,0.2,0.37169931070379314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4159970675013268
1528,1623.0,7.392031567514591,5.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.0018484288354898336,-6.293419278846481,541.0,6.293419278846481,0.017868145409735057,0.9063462723351817,0.19999999999999998,0.353190549408428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6339150791458084
1529,1521.0,7.327123292259293,5.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.0019723865877712033,-6.2285110035911835,507.0,6.2285110035911835,0.0190664036817883,0.9000657462195923,0.19999999999999998,0.35005287796183665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6665837592340824
1530,1515.0,7.323170717943469,5.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.0019801980198019802,-6.22455842927536,505.0,6.22455842927536,0.01914191419141914,0.900990099009901,0.20000000000000004,0.35051729961136235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6615677051184635
1531,10176.0,9.227787285579904,5.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.00029481132075471697,-8.129174996911793,3392.0,8.129174996911793,0.0025550314465408804,0.9621658805031447,0.2,0.3811313204020766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294800780949217
1532,10668.0,9.275003885301905,5.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.00028121484814398203,-8.176391596633795,3556.0,8.176391596633795,0.0024371953505811774,0.9640982377202849,0.2,0.38209323531201983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2823733205904056
1533,10386.0,9.248214024404264,5.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.00028885037550548814,-8.149601735736155,3462.0,8.149601735736155,0.0024070864625457345,0.9634122857693048,0.2,0.3817513092105573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286826542019459
1534,10190.0,9.229162126216771,5.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.0002944062806673209,-8.13054983754866,3396.6666666666665,8.13054983754866,0.0025515210991167814,0.9622178606476938,0.2,0.3811571793989686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29447023542717776
1536,10130.0,9.22325659724273,5.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.00029615004935834154,-8.12464430857462,3376.6666666666665,8.12464430857462,0.002566633761105627,0.9620927936821323,0.2,0.3810953377365089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29519016963717026
1537,28626.0,10.262070674744162,5.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.00010479983232026829,-9.163458386076051,9542.0,9.163458386076051,0.0024802626982463496,0.9744637741912946,0.19999999999999998,0.38724647565321146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2165863943948839
1516,88.0,4.477336814478207,4.0,90.0,4.499809670330265,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1.0,90.0,0.011111111111111112,1.0227272727272727,0.022472855852058573,0.9777777777777777,-0.022472855852058625,0.18181818181818182,0.38636363636363635,0.25,0.08154943235458706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.928758087022283
1517,47.0,3.8501476017100584,5.0,90.0,4.499809670330265,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1.0,90.0,0.011111111111111112,1.9148936170212767,0.6496620686202065,0.5222222222222223,-0.6496620686202064,0.10638297872340426,0.425531914893617,0.2,0.11622553432976734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.113338067764977
1518,47.0,3.8501476017100584,4.0,90.0,4.499809670330265,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1.0,90.0,0.011111111111111112,1.9148936170212767,0.6496620686202065,0.5222222222222223,-0.6496620686202064,0.06382978723404255,0.425531914893617,0.25,0.1357164981082242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7604158017410563
1523,310.0,5.736572297479192,3.0,6.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,0.16666666666666666,0.01935483870967742,-3.9448128282511368,51.666666666666664,3.9448128282511368,0.1935483870967742,0.4838709677419355,0.3333333333333333,0.11876732276545442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4918603462795095
1524,310.0,5.736572297479192,2.0,6.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,0.16666666666666666,0.01935483870967742,-3.9448128282511368,51.666666666666664,3.9448128282511368,0.3225806451612903,0.6774193548387096,0.5,0.17741935483870966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9071657675730821
1525,5456.0,8.604471199523298,4.0,2.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.5,0.00036656891495601173,-7.911324018963353,2728.0,7.911324018963353,0.060117302052785926,0.4041422287390029,0.25,0.14797623656682052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.714632742265977
1507,7400.0,8.909235279192261,2.0,20.0,2.995732273553991,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,20.0,0.05,0.002702702702702703,-5.91350300563827,370.0,5.91350300563827,0.4995945945945946,0.5004054054054055,0.5,0.000405405405405429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999525775866
1508,403.0,5.998936561946683,5.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.01240694789081886,-4.389498649512583,80.6,4.389498649512583,0.05955334987593052,0.3200992555831266,0.2,0.11478512318052436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0471020615246407
1509,149332.0,11.913927294117723,22.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.25,2.6785953446012912e-05,-10.527632932997834,37333.0,10.527632932997834,0.006100500897329441,0.1472624755578175,0.04545454545454545,0.03958591222905473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.991583886066265
1510,569.0,6.343880434126331,2.0,30.0,3.4011973816621555,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,30.0,0.03333333333333333,0.05272407732864675,-2.9426830524641754,18.966666666666665,2.9426830524641754,0.37258347978910367,0.6274165202108963,0.5,0.12741652021089633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9526351224018599
977,20000.0,9.903487552536127,2.0,16.0,2.772588722239781,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,16.0,0.0625,0.0008,-7.1308988302963465,1250.0,7.1308988302963465,0.04065,0.95935,0.5,0.45935000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2452645188737296
1512,200.0,5.298317366548036,5.0,13.0,2.5649493574615367,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,13.0,0.07692307692307693,0.065,-2.7333680090865,15.384615384615385,2.7333680090865,0.05,0.28,0.2,0.08006247560499238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.174547124921249
1513,123.0,4.812184355372417,5.0,12.0,2.4849066497880004,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,12.0,0.08333333333333333,0.0975609756097561,-2.327277705584417,10.25,2.327277705584417,0.04065040650406504,0.3902439024390244,0.2,0.13064916700228077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9758920795074686
1514,360.0,5.886104031450156,10.0,1300.0,7.170119543449628,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,1.0,1300.0,0.0007692307692307692,3.611111111111111,1.2840155119994725,0.27692307692307694,-1.2840155119994723,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.321928094887362
