,NumberOfInstances,LogNumberOfInstances,NumberOfClasses,NumberOfFeatures,LogNumberOfFeatures,NumberOfInstancesWithMissingValues,PercentageOfInstancesWithMissingValues,NumberOfFeaturesWithMissingValues,PercentageOfFeaturesWithMissingValues,NumberOfMissingValues,PercentageOfMissingValues,NumberOfNumericFeatures,NumberOfCategoricalFeatures,RatioNumericalToNominal,RatioNominalToNumerical,DatasetRatio,LogDatasetRatio,InverseDatasetRatio,LogInverseDatasetRatio,ClassProbabilityMin,ClassProbabilityMax,ClassProbabilityMean,ClassProbabilitySTD
884,500.0,6.214608098422191,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.01,-4.605170185988091,100.0,4.605170185988092,0.498,0.502,0.5,0.0020000000000000018
885,131.0,4.875197323201151,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.022900763358778626,-3.776585034533042,43.666666666666664,3.7765850345330416,0.366412213740458,0.6335877862595419,0.5,0.13358778625954196
886,500.0,6.214608098422191,2.0,7.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,0.14285714285714285,0.014,-4.268697949366879,71.42857142857143,4.268697949366879,0.498,0.502,0.5,0.0020000000000000018
887,61.0,4.110873864173311,2.0,2.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,2.0,0.03278688524590164,-3.417726683613366,30.5,3.417726683613366,0.47540983606557374,0.5245901639344263,0.5,0.024590163934426257
888,500.0,6.214608098422191,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.1,-2.3025850929940455,10.0,2.302585092994046,0.488,0.512,0.5,0.01200000000000001
889,100.0,4.605170185988092,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.25,-1.3862943611198906,4.0,1.3862943611198906,0.5,0.5,0.5,0.0
890,108.0,4.68213122712422,2.0,7.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,0.3333333333333333,0.06481481481481481,-2.7362210780689065,15.428571428571429,2.7362210780689065,0.2962962962962963,0.7037037037037037,0.5,0.20370370370370372
891,93.0,4.532599493153256,2.0,6.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.3333333333333333,0.75,0.06451612903225806,-2.740840023925201,15.5,2.740840023925201,0.3870967741935484,0.6129032258064516,0.5,0.11290322580645162
892,50.0,3.912023005428146,2.0,7.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,0.3333333333333333,0.14,-1.9661128563728327,7.142857142857143,1.9661128563728327,0.48,0.52,0.5,0.020000000000000018
893,73.0,4.290459441148391,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.0684931506849315,-2.681021528714291,14.6,2.681021528714291,0.4520547945205479,0.547945205479452,0.5,0.04794520547945205
894,66.0,4.189654742026425,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.07575757575757576,-2.580216829592325,13.2,2.580216829592325,0.5,0.5,0.5,0.0
895,222.0,5.402677381872279,2.0,2.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.5,0.009009009009009009,-4.709530201312334,111.0,4.709530201312334,0.3963963963963964,0.6036036036036037,0.5,0.10360360360360363
896,500.0,6.214608098422191,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.05,-2.995732273553991,20.0,2.995732273553991,0.44,0.56,0.5,0.060000000000000026
1564,64.0,4.1588830833596715,2.0,242.0,5.488937726156687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,0.0,0.0,3.78125,1.3300546427970146,0.2644628099173554,-1.3300546427970146,0.453125,0.546875,0.5,0.046875
1563,64.0,4.1588830833596715,2.0,229.0,5.43372200355424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,3.578125,1.2748389201945678,0.2794759825327511,-1.2748389201945678,0.453125,0.546875,0.5,0.046875
1559,106.0,4.663439094112067,4.0,9.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,9.0,0.1111111111111111,0.08490566037735849,-2.466214516775848,11.777777777777779,2.466214516775848,0.1320754716981132,0.46226415094339623,0.25,0.1259531124794216
900,400.0,5.991464547107982,2.0,6.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,0.16666666666666666,0.015,-4.199705077879927,66.66666666666667,4.199705077879927,0.4125,0.5875,0.5,0.08750000000000002
1558,4521.0,8.416488487294606,2.0,16.0,2.772588722239781,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.7,1.4285714285714286,0.0035390400353904005,-5.643899765054824,282.5625,5.643899765054824,0.11523999115239991,0.8847600088476001,0.5,0.3847600088476001
902,147.0,4.990432586778736,2.0,6.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.4,2.5,0.04081632653061224,-3.1986731175506815,24.5,3.1986731175506815,0.46938775510204084,0.5306122448979592,0.5,0.03061224489795919
903,1000.0,6.907755278982137,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.025,-3.6888794541139363,40.0,3.6888794541139363,0.437,0.563,0.5,0.06299999999999997
904,1000.0,6.907755278982137,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.05,-2.995732273553991,20.0,2.995732273553991,0.49,0.51,0.5,0.010000000000000009
905,39.0,3.6635616461296463,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.07692307692307693,-2.5649493574615367,13.0,2.5649493574615367,0.3076923076923077,0.6923076923076923,0.5,0.1923076923076923
906,400.0,5.991464547107982,2.0,7.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,0.14285714285714285,0.0175,-4.045554398052668,57.142857142857146,4.045554398052669,0.4825,0.5175,0.5,0.017499999999999988
907,400.0,5.991464547107982,2.0,7.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,0.14285714285714285,0.0175,-4.045554398052668,57.142857142857146,4.045554398052669,0.485,0.515,0.5,0.015000000000000013
908,400.0,5.991464547107982,2.0,7.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,0.14285714285714285,0.0175,-4.045554398052668,57.142857142857146,4.045554398052669,0.48,0.52,0.5,0.020000000000000018
909,400.0,5.991464547107982,2.0,7.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,0.14285714285714285,0.0175,-4.045554398052668,57.142857142857146,4.045554398052669,0.4925,0.5075,0.5,0.007499999999999979
910,1000.0,6.907755278982137,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.01,-4.605170185988091,100.0,4.605170185988092,0.436,0.564,0.5,0.06399999999999997
911,250.0,5.521460917862246,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.02,-3.912023005428146,50.0,3.912023005428146,0.44,0.56,0.5,0.060000000000000026
912,1000.0,6.907755278982137,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.005,-5.298317366548036,200.0,5.298317366548036,0.416,0.584,0.5,0.08399999999999999
913,1000.0,6.907755278982137,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.01,-4.605170185988091,100.0,4.605170185988092,0.42,0.58,0.5,0.07999999999999999
914,2001.0,7.601402334583733,2.0,2.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.5,0.0009995002498750624,-6.908255154023788,1000.5,6.908255154023788,0.24087956021989004,0.7591204397801099,0.5,0.2591204397801099
915,315.0,5.752572638825633,2.0,13.0,2.5649493574615367,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,2.5,0.4,0.04126984126984127,-3.1876232813640963,24.23076923076923,3.1876232813640963,0.4222222222222222,0.5777777777777777,0.5,0.07777777777777775
916,100.0,4.605170185988092,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.05,-2.995732273553991,20.0,2.995732273553991,0.44,0.56,0.5,0.060000000000000026
917,1000.0,6.907755278982137,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.025,-3.6888794541139363,40.0,3.6888794541139363,0.454,0.546,0.5,0.04600000000000001
918,250.0,5.521460917862246,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.2,-1.6094379124341003,5.0,1.6094379124341003,0.46,0.54,0.5,0.04000000000000001
919,40.0,3.6888794541139363,2.0,2.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.5,0.05,-2.995732273553991,20.0,2.995732273553991,0.475,0.525,0.5,0.025000000000000022
920,500.0,6.214608098422191,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.1,-2.3025850929940455,10.0,2.302585092994046,0.41,0.59,0.5,0.09
921,132.0,4.882801922586371,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.022727272727272728,-3.784189633918261,44.0,3.784189633918261,0.3484848484848485,0.6515151515151515,0.5,0.1515151515151515
922,100.0,4.605170185988092,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.5,-0.6931471805599453,2.0,0.6931471805599453,0.42,0.58,0.5,0.07999999999999999
923,8641.0,9.0642735958414,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.5,0.6666666666666666,0.0004629093854877908,-7.677979234721509,2160.25,7.677979234721509,0.44994792269413264,0.5500520773058674,0.5,0.05005207730586736
924,130.0,4.867534450455582,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.023076923076923078,-3.7689221617874726,43.333333333333336,3.7689221617874726,0.5,0.5,0.5,0.0
925,323.0,5.777652323222656,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.25,0.01238390092879257,-4.391357962102766,80.75,4.391357962102766,0.4582043343653251,0.541795665634675,0.5,0.04179566563467493
926,500.0,6.214608098422191,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.05,-2.995732273553991,20.0,2.995732273553991,0.49,0.51,0.5,0.010000000000000009
927,42.0,3.7376696182833684,2.0,16.0,2.772588722239781,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,16.0,0.0625,0.38095238095238093,-0.9650808960435872,2.625,0.965080896043587,0.40476190476190477,0.5952380952380952,0.5,0.09523809523809523
928,46.0,3.828641396489095,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.5,0.6666666666666666,0.08695652173913043,-2.4423470353692043,11.5,2.4423470353692043,0.45652173913043476,0.5434782608695652,0.5,0.043478260869565216
929,70.0,4.248495242049359,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.25,0.05714285714285714,-2.8622008809294686,17.5,2.8622008809294686,0.5,0.5,0.5,0.0
1535,9989.0,9.20923976653215,5.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.00030033036339973974,-8.11062747786404,3329.6666666666665,8.11062747786404,0.002602863149464411,0.9609570527580339,0.20000000000000004,0.38053040594091625
931,662.0,6.495265555937008,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.004531722054380665,-5.396653267268898,220.66666666666666,5.396653267268898,0.4743202416918429,0.525679758308157,0.5,0.02567975830815708
932,100.0,4.605170185988092,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.5,-0.6931471805599453,2.0,0.6931471805599453,0.44,0.56,0.5,0.060000000000000026
933,250.0,5.521460917862246,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.1,-2.3025850929940455,10.0,2.302585092994046,0.456,0.544,0.5,0.04400000000000001
934,1156.0,7.052721049232323,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.2,5.0,0.004325259515570935,-5.443283136798223,231.2,5.443283136798223,0.22145328719723184,0.7785467128027682,0.5,0.2785467128027682
935,250.0,5.521460917862246,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.04,-3.2188758248682006,25.0,3.2188758248682006,0.44,0.56,0.5,0.060000000000000026
936,500.0,6.214608098422191,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.02,-3.912023005428146,50.0,3.912023005428146,0.456,0.544,0.5,0.04400000000000001
937,500.0,6.214608098422191,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.1,-2.3025850929940455,10.0,2.302585092994046,0.436,0.564,0.5,0.06399999999999997
938,42.0,3.7376696182833684,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,2.6666666666666665,0.375,0.23809523809523808,-1.4350845252893227,4.2,1.4350845252893227,0.4523809523809524,0.5476190476190477,0.5,0.047619047619047644
1519,117.0,4.762173934797756,3.0,90.0,4.499809670330265,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1.0,90.0,0.011111111111111112,0.7692307692307693,-0.262364264467491,1.3,0.26236426446749106,0.1794871794871795,0.6153846153846154,0.3333333333333333,0.19971489650509272
1520,164.0,5.099866427824199,5.0,90.0,4.499809670330265,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1.0,90.0,0.011111111111111112,0.5487804878048781,-0.6000567574939333,1.8222222222222222,0.6000567574939334,0.12804878048780488,0.2865853658536585,0.2,0.06446134286050005
941,189.0,5.241747015059643,2.0,9.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.25,4.0,0.047619047619047616,-3.044522437723423,21.0,3.044522437723423,0.47619047619047616,0.5238095238095238,0.5,0.023809523809523836
942,50.0,3.912023005428146,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.6666666666666666,1.5,0.08,-2.5257286443082556,12.5,2.5257286443082556,0.48,0.52,0.5,0.020000000000000018
943,500.0,6.214608098422191,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.02,-3.912023005428146,50.0,3.912023005428146,0.482,0.518,0.5,0.018000000000000016
1526,5456.0,8.604471199523298,4.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.25,0.0007331378299120235,-7.218176838403408,1364.0,7.218176838403408,0.060117302052785926,0.4041422287390029,0.25,0.14797623656682052
945,76.0,4.330733340286331,2.0,6.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.75,1.3333333333333333,0.07894736842105263,-2.538973871058276,12.666666666666666,2.538973871058276,0.47368421052631576,0.5263157894736842,0.5,0.02631578947368421
946,88.0,4.477336814478207,2.0,2.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.5,0.022727272727272728,-3.784189633918261,44.0,3.784189633918261,0.48863636363636365,0.5113636363636364,0.5,0.011363636363636354
947,559.0,6.326149473155099,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.5,0.6666666666666666,0.007155635062611807,-4.939855112035208,139.75,4.939855112035208,0.04293381037567084,0.9570661896243292,0.5,0.4570661896243292
948,2178.0,7.686162303492906,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.0013774104683195593,-6.587550014824796,726.0,6.587550014824796,0.44490358126721763,0.5550964187327824,0.5,0.05509641873278237
949,559.0,6.326149473155099,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.5,0.6666666666666666,0.007155635062611807,-4.939855112035208,139.75,4.939855112035208,0.14311270125223613,0.8568872987477638,0.5,0.35688729874776387
950,559.0,6.326149473155099,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.5,0.6666666666666666,0.007155635062611807,-4.939855112035208,139.75,4.939855112035208,0.03398926654740608,0.9660107334525939,0.5,0.4660107334525939
951,559.0,6.326149473155099,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.5,0.6666666666666666,0.007155635062611807,-4.939855112035208,139.75,4.939855112035208,0.023255813953488372,0.9767441860465116,0.5,0.4767441860465116
952,214.0,5.365976015021851,6.0,9.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,9.0,0.1111111111111111,0.04205607476635514,-3.168751437685632,23.77777777777778,3.168751437685632,0.04205607476635514,0.35514018691588783,0.16666666666666666,0.12687774038740293
953,3190.0,8.06777619577889,2.0,61.0,4.110873864173311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.019122257053291535,-3.956902331605579,52.295081967213115,3.956902331605579,0.48119122257053293,0.5188087774294671,0.5,0.018808777429467072
954,531.0,6.274762021241939,2.0,102.0,4.624972813284271,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,33.333333333333336,0.03,0.192090395480226,-1.6497892079576677,5.205882352941177,1.6497892079576677,0.10357815442561205,0.896421845574388,0.5,0.396421845574388
955,151.0,5.017279836814924,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.033112582781456956,-3.407841924380824,30.2,3.407841924380824,0.3443708609271523,0.6556291390728477,0.5,0.1556291390728477
956,106.0,4.663439094112067,2.0,58.0,4.060443010546419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.5471698113207547,-0.6029960835656478,1.8275862068965518,0.6029960835656478,0.32075471698113206,0.6792452830188679,0.5,0.1792452830188679
1492,1600.0,7.3777589082278725,100.0,64.0,4.1588830833596715,0.0,0.0,0.0,0.0,0.0,0.0,64.0,1.0,64.0,0.015625,0.04,-3.2188758248682006,25.0,3.2188758248682006,0.01,0.01,0.009999999999999998,1.734723475976807e-18
958,2310.0,7.745002803515839,2.0,19.0,2.9444389791664403,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,19.0,0.05263157894736842,0.008225108225108226,-4.800563824349399,121.57894736842105,4.800563824349399,0.14285714285714285,0.8571428571428571,0.5,0.3571428571428571
1494,1055.0,6.961296045910167,2.0,41.0,3.713572066704308,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,41.0,0.024390243902439025,0.03886255924170616,-3.247723979205859,25.73170731707317,3.247723979205859,0.33744075829383885,0.6625592417061611,0.5,0.16255924170616112
1495,250.0,5.521460917862246,2.0,6.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.024,-3.7297014486341915,41.666666666666664,3.7297014486341915,0.428,0.572,0.5,0.07199999999999998
1496,7400.0,8.909235279192261,2.0,20.0,2.995732273553991,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,20.0,0.05,0.002702702702702703,-5.91350300563827,370.0,5.91350300563827,0.49513513513513513,0.5048648648648648,0.5,0.004864864864864843
962,2000.0,7.600902459542082,2.0,6.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,0.16666666666666666,0.003,-5.809142990314028,333.3333333333333,5.809142990314028,0.1,0.9,0.5,0.4
1498,462.0,6.135564891081739,2.0,9.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,4.0,0.25,0.01948051948051948,-3.9383403137455195,51.333333333333336,3.9383403137455195,0.3463203463203463,0.6536796536796536,0.5,0.15367965367965367
964,36.0,3.58351893845611,2.0,22.0,3.091042453358316,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,10.5,0.09523809523809523,0.6111111111111112,-0.49247648509779407,1.6363636363636365,0.49247648509779424,0.3333333333333333,0.6666666666666666,0.5,0.16666666666666666
965,101.0,4.61512051684126,2.0,17.0,2.833213344056216,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.058823529411764705,17.0,0.16831683168316833,-1.7819071727850433,5.9411764705882355,1.7819071727850435,0.40594059405940597,0.594059405940594,0.5,0.09405940594059403
1501,1593.0,7.373374309910049,10.0,256.0,5.545177444479562,0.0,0.0,0.0,0.0,0.0,0.0,256.0,1.0,256.0,0.00390625,0.16070307595731326,-1.8281968654304859,6.22265625,1.828196865430486,0.0973006905210295,0.1016949152542373,0.1,0.0012253120713084215
1504,1941.0,7.57095858316901,2.0,33.0,3.4965075614664802,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,33.0,0.030303030303030304,0.017001545595054096,-4.07445102170253,58.81818181818182,4.07445102170253,0.3467284904688305,0.6532715095311695,0.5,0.15327150953116953
1506,470.0,6.152732694704104,2.0,16.0,2.772588722239781,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,0.21428571428571427,4.666666666666667,0.03404255319148936,-3.380143972464323,29.375,3.380143972464323,0.14893617021276595,0.851063829787234,0.5,0.35106382978723405
969,150.0,5.0106352940962555,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.25,0.02666666666666667,-3.624340932976365,37.5,3.624340932976365,0.3333333333333333,0.6666666666666666,0.5,0.16666666666666666
970,841.0,6.734591659972948,2.0,70.0,4.248495242049359,0.0,0.0,0.0,0.0,0.0,0.0,70.0,1.0,70.0,0.014285714285714285,0.08323424494649227,-2.486096417923589,12.014285714285714,2.486096417923589,0.3769322235434007,0.6230677764565993,0.5,0.12306777645659928
971,2000.0,7.600902459542082,2.0,76.0,4.330733340286331,0.0,0.0,0.0,0.0,0.0,0.0,76.0,1.0,76.0,0.013157894736842105,0.038,-3.270169119255751,26.31578947368421,3.270169119255751,0.1,0.9,0.5,0.4
973,178.0,5.181783550292085,2.0,13.0,2.5649493574615367,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,13.0,0.07692307692307693,0.07303370786516854,-2.6168341928305483,13.692307692307692,2.6168341928305483,0.398876404494382,0.601123595505618,0.5,0.101123595505618
974,132.0,4.882801922586371,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.25,0.030303030303030304,-3.4965075614664802,33.0,3.4965075614664802,0.38636363636363635,0.6136363636363636,0.5,0.11363636363636365
1482,340.0,5.8289456176102075,30.0,15.0,2.70805020110221,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,15.0,0.06666666666666667,0.04411764705882353,-3.120895416507997,22.666666666666668,3.120895416507997,0.023529411764705882,0.047058823529411764,0.03333333333333333,0.00476272854960436
976,9961.0,9.206432747145165,2.0,14.0,2.6390573296152584,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,14.0,0.07142857142857142,0.0014054813773717498,-6.567375417529907,711.5,6.567375417529907,0.16203192450557172,0.8379680754944283,0.5,0.3379680754944283
1484,126.0,4.836281906951478,2.0,310.0,5.736572297479192,0.0,0.0,0.0,0.0,0.0,0.0,310.0,1.0,310.0,0.0032258064516129032,2.4603174603174605,0.900290390527714,0.4064516129032258,-0.900290390527714,0.3333333333333333,0.6666666666666666,0.5,0.16666666666666666
978,2000.0,7.600902459542082,2.0,216.0,5.375278407684165,0.0,0.0,0.0,0.0,0.0,0.0,216.0,1.0,216.0,0.004629629629629629,0.108,-2.2256240518579173,9.25925925925926,2.2256240518579173,0.1,0.9,0.5,0.4
979,5000.0,8.517193191416238,2.0,40.0,3.6888794541139363,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,40.0,0.025,0.008,-4.8283137373023015,125.0,4.8283137373023015,0.3384,0.6616,0.5,0.1616
980,5620.0,8.634086942887738,2.0,64.0,4.1588830833596715,0.0,0.0,0.0,0.0,0.0,0.0,64.0,1.0,64.0,0.015625,0.011387900355871887,-4.475203859528065,87.8125,4.475203859528065,0.10177935943060498,0.898220640569395,0.5,0.398220640569395
1466,2126.0,7.661997558901893,10.0,35.0,3.5553480614894135,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,35.0,0.02857142857142857,0.016462841015992474,-4.106649497412479,60.74285714285714,4.106649497412479,0.02492944496707432,0.27234242709313267,0.1,0.07786105125942858
1467,540.0,6.29156913955832,2.0,20.0,2.995732273553991,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,20.0,0.05,0.037037037037037035,-3.295836866004329,27.0,3.295836866004329,0.08518518518518518,0.9148148148148149,0.5,0.41481481481481486
983,1473.0,7.29505641646263,2.0,9.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.25,4.0,0.006109979633401222,-5.097831839126411,163.66666666666666,5.097831839126411,0.4270196877121521,0.572980312287848,0.5,0.07298031228784793
1473,100.0,4.605170185988092,2.0,9.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,9.0,0.1111111111111111,0.09,-2.4079456086518722,11.11111111111111,2.407945608651872,0.12,0.88,0.5,0.38
1475,6118.0,8.718990524710849,6.0,51.0,3.9318256327243257,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1.0,51.0,0.0196078431372549,0.008336057535142204,-4.787164891986523,119.96078431372548,4.787164891986523,0.07943772474664923,0.41745668519123896,0.16666666666666666,0.11627488186971603
1511,440.0,6.0867747269123065,2.0,8.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,3.5,0.2857142857142857,0.01818181818181818,-4.007333185232471,55.0,4.007333185232471,0.32272727272727275,0.6772727272727272,0.5,0.17727272727272725
987,500.0,6.214608098422191,2.0,23.0,3.1354942159291497,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,5.0,0.2,0.046,-3.079113882493042,21.73913043478261,3.079113882493042,0.16,0.84,0.5,0.33999999999999997
988,67.0,4.204692619390966,2.0,15.0,2.70805020110221,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,7.0,0.14285714285714285,0.22388059701492538,-1.4966424182887559,4.466666666666667,1.496642418288756,0.3880597014925373,0.6119402985074627,0.5,0.11194029850746268
